,Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee,pluie,catnat,criminalite,pprn,chomage,rev_med,log_sociaux
2666,11336,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1939.0,3,1980.0,0.0,   .,54395,1,1.0,0.04957955230434794,0,9.5,19623.6666666667,725
2667,15044,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,360.0,2,1960.0,0.0,   .,90008,0,0.0,0.04558870397827262,0,11.625,20096.0,1005
2668,15268,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2000.0,3,2009.0,0.3,   1,2A004,10,0.0,0.04421528186996661,0,10.075,20235.384615384613,392
2669,13920,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,325.0,3,1980.0,0.0,   .,92025,0,0.0,0.06054459246334862,0,7.425,20275.3846153846,1240
2670,2083,2014,1,0,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,1961.0,2,1966.0,0.0,   3,38567,14,0.0,0.05887035751935715,0,8.25,20807.33333333333,692
2671,3902,2012,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,1368.0,1,1977.0,0.0,   3,15014,3,0.0,0.02236543092629651,6,6.475,18905.3333333333,424
2672,3293,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1256.0,2,1994.0,0.0,   3,38527,14,0.0,0.05406969637854372,0,8.275,22077.0,692
2673,18517,2014,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,11810.0,2,1970.0,0.0,   6,76351,1,0.0,0.0460752671076062,0,11.175,18243.913043478264,1130
2674,6705,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,570.0,2,1960.0,0.0,   .,95563,0,0.0,0.06796007865787937,3,10.35,26361.90476190476,978
2675,19493,2016,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1000.0,2,1967.0,0.0,   3,30133,15,0.0,0.05245375374323118,0,13.55,19302.166666666664,536
2676,16019,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,650.0,2,1940.0,0.3,   5,13205,3,0.0,0.08578364194793993,1,11.75,18172.6666666667,766
2677,17043,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1270.0,3,1963.0,0.0,   7,92026,0,0.0,0.06998949155484403,0,7.9,28932.0,1240
2678,4380,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1880.0,2,1960.0,0.0,   .,13209,4,0.0,0.07696127724824814,4,11.675,21862.692307692305,766
2679,4058,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,450.0,3,1900.0,0.6,   3,59350,1,0.0,0.06128224038393153,0,12.7,17534.0,1025
2680,7074,2016,"0,994535519",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1360.0,1,1960.0,0.0,   .,42187,5,0.0,0.0496419277241249,34,9.95,17229.857142857145,783
2681,412,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,600.0,2,1988.0,0.0,   .,11262,4,0.0,0.05106819856543182,4,12.9,17042.8,469
2682,17778,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,8485.0,2,2011.0,0.0,   7,13210,4,0.0,0.07696127724824814,4,11.675,18651.583333333336,766
2683,15422,2013,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,830.0,3,1980.0,0.0,   6,94037,1,0.0,0.06353817009538369,0,8.725,19310.0,1234
2684,12843,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,320.0,1,1850.0,0.0,   3,37261,0,78.0,0.04230262154967777,0,8.325,18558.0,812
2685,2163,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3806.0,2,1960.0,0.0,   .,14118,0,1.0,0.04163332511509143,40,9.85,19554.8,826
2686,6185,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550.0,2,1960.0,0.0,   .,62108,1,0.0,0.04857108500247331,0,12.825,17056.6666666667,1087
2687,6339,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,240.0,3,1960.0,0.0,   .,92025,0,0.0,0.06054459246334862,0,7.425,20275.3846153846,1240
2688,5227,2014,"0,901369863",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,240.0,2,1960.0,0.0,   .,64122,17,64.0,0.04077038706689706,13,8.6,21842.85714285714,514
2689,9287,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,620.0,4,-1.0,0.0,   .,75116,0,0.0,0.1043697260714775,0,8.0,39059.6,1054
2690,17013,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,1,380.0,2,1910.0,0.3,   3,13210,11,0.0,0.08028686949451888,0,11.9,18583.666666666668,766
2691,12188,2015,"0,983561644",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2980.0,2,1988.0,0.0,   .,31555,4,2.0,0.0673483618866859,0,10.525,20289.0,625
2692,17594,2013,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,1,484.0,1,1951.0,0.3,   4,74173,6,0.0,0.04562953030946748,13,7.4,21185.3333333333,555
2693,15355,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,2,380.0,2,1960.0,0.0,   4,13208,5,0.0,0.07815247478208608,0,11.95,24627.826086956524,766
2694,5410,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1085.0,1,1960.0,0.0,   .,58194,5,0.0,0.03881649490328653,4,9.425,17916.08695652174,664
2695,8814,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,675.0,4,1980.0,0.0,   .,06104,13,0.0,0.0784745334580591,5,10.225,22228.6666666667,499
2696,14348,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1260.0,2,1960.0,0.0,   3,34192,17,0.0,0.0690906965025932,10,13.675,18686.6666666667,514
2697,9553,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1600.0,2,1960.0,0.0,   .,13204,4,0.0,0.08332275558066343,0,12.075,18334.0,766
2698,8928,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,13028.0,4,-1.0,0.0,   .,06083,14,0.0,0.07700920879672707,0,10.5,19889.33333333333,499
2699,13791,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2160.0,1,1900.0,0.6,   3,10033,1,1.0,0.0472599410922399,0,11.75,17350.9523809524,1028
2700,5648,2012,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,816.0,3,1960.0,0.3,   4,94080,0,0.0,0.06598073825988518,0,8.2,30146.6666666667,1234
2701,9169,2013,"0,55890411",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,2,1960.0,0.0,   .,13204,4,0.0,0.08332275558066343,0,12.075,18334.0,766
2702,3080,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1810.0,2,-1.0,0.0,   .,68908,5,0.0,0.04227734599865986,0,9.925,21919.0,652
2703,15446,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,840.0,2,1950.0,0.0,   3,66136,7,1.0,0.0661623902954751,2,15.55,16000.0,473
2704,7103,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1350.0,2,1971.0,0.6,   4,64260,17,64.0,0.04077038706689706,13,8.6,19414.83870967742,514
2705,186,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300.0,3,-1.0,0.0,   .,67482,1,0.0,0.04381682443668544,0,8.225,18012.0,589
2706,17555,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,488.0,1,1900.0,0.0,   5,87085,0,0.0,0.03475146926189709,0,9.25,18193.3333333333,687
2707,10164,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2037.0,1,1980.0,0.0,   .,42147,5,0.0,0.0496419277241249,34,9.95,19594.0,783
2708,19807,2015,"0,084931507",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3225.0,1,2015.0,0.6,   3,08362,0,0.0,0.04167386733488868,0,12.475,17732.666666666668,882
2709,14176,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,257.0,2,1980.0,0.0,   .,13001,4,0.0,0.08332275558066343,0,12.075,22152.6666666667,766
2710,7097,2016,"0,99726776",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3690.0,4,1960.0,0.0,   .,75114,0,1.0,0.1240257733206046,0,7.825,27140.166666666664,1054
2711,10992,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,12000.0,4,1980.0,0.0,   .,06104,14,0.0,0.07059769088238117,3,10.55,22675.17558528428,499
2712,8673,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,382.0,1,-1.0,0.0,   .,91223,0,0.0,0.05621308961608108,0,7.775,18408.75,887
2713,2224,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1314.0,2,-1.0,0.0,   .,68224,2,0.0,0.04377912315460169,0,9.8,15477.0,652
2714,8288,2016,"0,99726776",0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,770.0,1,1955.0,0.0,   5,74085,3,0.0,0.04661873483933437,13,7.325,20937.04761904762,555
2715,6286,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2290.0,1,1980.0,0.0,   .,74281,9,0.0,0.04589023324239424,4,7.6,22369.33333333333,555
2716,15715,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,1180.0,1,2009.0,0.3,   4,42011,7,0.0,0.04920655613363514,0,10.2,18271.33333333333,783
2717,16525,2015,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,8377.0,3,1970.0,0.0,   8,92049,0,0.0,0.06998949155484403,0,7.9,26831.707317073167,1240
2718,8747,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3604.0,4,-1.0,0.0,   .,06088,13,0.0,0.0784745334580591,5,10.225,18833.888888888898,499
2719,4945,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,450.0,2,1900.0,0.0,   5,76540,1,0.0,0.05052670362244813,0,10.75,18937.619047619,1130
2720,18268,2013,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,1839.0,2,1970.0,0.0,   5,42218,7,0.0,0.04603979040986369,0,10.05,17694.0,783
2721,18166,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,230.0,3,1930.0,0.3,   1,33063,1,0.0,0.05533950111012233,0,10.25,21404.0,622
2722,11169,2015,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,750.0,1,1970.0,0.0,   4,19031,2,0.0,0.03366257219757639,0,8.275,19114.28571428572,406
2723,5559,2012,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,8800.0,2,2002.0,0.0,   4,68224,4,0.0,0.04117971085881658,0,9.3,15371.9375,652
2724,16423,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,5567.0,2,1960.0,0.0,   6,13207,4,0.0,0.08332275558066343,0,12.075,22951.06,766
2725,18107,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,6489.0,2,2011.0,0.0,   6,83126,9,0.0,0.06217505902816187,0,11.4,18920.76923076923,453
2726,3285,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,1,250.0,3,1910.0,0.0,   6,83137,9,0.0,0.06217505902816187,0,11.4,18842.0,453
2727,9153,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,950.0,4,-1.0,0.0,   .,06088,12,0.0,0.08239911868053464,5,9.45,18683.0,499
2728,14255,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,17800.0,2,1980.0,0.0,   .,25580,6,16.0,0.04740493512337809,0,9.4,17205.0,691
2729,501,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,300.0,1,1900.0,0.6,   3,49007,1,1.0,0.0391092246717982,0,9.225,19070.333333333336,799
2730,2309,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5000.0,2,1960.0,0.0,   .,44109,0,0.0,0.05811634255695207,0,8.775,21262.666666666668,611
2731,17560,2012,1,0,V,N,1,O,1,O,N,O,O,O,AUTRE,IDENTIQUE,V,effpi,2,1360.0,4,1900.0,0.0,   8,75108,0,0.0,0.1043697260714775,0,8.0,40671.3333333333,1054
2732,7891,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,965.0,2,1960.0,0.0,   .,42218,9,0.0,0.04338631638857306,0,9.5,17397.7777777778,783
2733,18192,2012,"0,836065574",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3728.0,2,1980.0,0.0,   4,69250,4,0.0,0.06747024447689161,0,8.75,28912.0,905
2734,19042,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,2700.0,1,1958.0,0.0,   4,10387,0,21.0,0.05349016858491239,0,12.125,16791.428571428572,1028
2735,6558,2016,"0,99726776",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,180.0,3,1960.0,0.0,   .,94078,0,1.0,0.06592528685173105,0,8.825,15429.984639016897,1234
2736,14177,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,257.0,2,1980.0,0.0,   .,13001,11,0.0,0.08028686949451888,0,11.9,22484.0,766
2737,18943,2013,"0,780821918",1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,3100.0,4,1954.0,0.0,   7,06088,13,0.0,0.0784745334580591,5,10.225,18833.888888888898,499
2738,2603,2014,1,1,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,7186.0,4,1970.0,0.0,   6,06159,14,0.0,0.07700920879672707,0,10.5,22840.47619047619,499
2739,9349,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,845.0,2,-1.0,0.0,   .,95063,0,0.0,0.0693059287173621,1,10.175,18766.07142857143,978
2740,2815,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300.0,2,1960.0,0.0,   .,83069,9,0.0,0.06110410760914966,0,11.05,20475.581196581195,453
2741,4504,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,2,1960.0,0.0,   .,60159,0,0.0,0.05187883247485896,0,10.275,18656.6666666667,798
2742,1226,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,790.0,2,1960.0,0.0,   .,62193,0,0.0,0.0483760234525723,0,13.075,15717.18253968254,1087
2743,18904,2012,"0,213114754",0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,1,332.0,2,1979.0,0.6,   3,77373,0,0.0,0.05946913687842794,0,7.525,21997.1428571429,708
2744,9970,2012,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,1900.0,2,1970.0,0.0,   8,66136,3,0.0,0.06835403774194887,5,13.925,15632.0,473
2745,8441,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,558.0,2,-1.0,0.0,   .,64102,17,1.0,0.04077038706689706,13,8.6,18892.0,514
2746,16543,2012,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2524.0,2,1963.0,1.0,   9,38185,12,0.0,0.05269172966702667,0,8.0,19393.3333333333,692
2747,9007,2016,"0,99726776",0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,6790.0,4,1975.0,0.6,   7,75106,0,1.0,0.1240257733206046,0,7.825,38330.51282051283,1054
2748,10025,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,2,1960.0,0.0,   .,13204,4,0.0,0.08332275558066343,0,12.075,18334.0,766
2749,2687,2014,"0,087671233",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2420.0,2,1960.0,0.0,   .,13203,11,0.0,0.08028686949451888,0,11.9,11798.0,766
2750,13785,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3000.0,2,1980.0,0.0,   .,13209,4,0.0,0.08332275558066343,0,12.075,21547.0,766
2751,10191,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,120.0,3,-1.0,0.0,   .,94004,0,0.0,0.06598073825988518,0,8.2,18834.6875,1234
2752,986,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,850.0,1,1960.0,0.0,   .,12145,7,117.0,0.02496479370377477,8,6.775,18254.0,300
2753,4215,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000.0,3,1980.0,0.0,   .,92048,0,0.0,0.06054459246334862,0,7.425,27408.5,1240
2754,16798,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1331.0,2,1950.0,0.0,   2,76259,1,0.0,0.0460752671076062,0,11.175,17490.0,1130
2755,2804,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,244.0,2,1980.0,0.0,   .,68278,6,0.0,0.04183872111429336,28,9.925,23325.6,652
2756,7729,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,501.0,2,1960.0,0.0,   4,13206,4,0.0,0.08332275558066343,0,12.075,20150.0,766
2757,415,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,O,base,2,1800.0,2,1988.0,0.0,   .,11262,4,0.0,0.05106819856543182,4,12.9,17042.8,469
2758,9481,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,480.0,4,-1.0,0.0,   .,75107,0,0.0,0.1248164219334413,0,8.225,41501.25,1054
2759,6425,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4650.0,2,1980.0,0.0,   .,83069,9,0.0,0.06110410760914966,0,11.05,20475.581196581195,453
2760,11483,2013,"0,690410959",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,2,-1.0,0.0,   .,57463,2,0.0,0.0429116043684382,0,10.675,18700.6666666667,751
2761,7535,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,380.0,2,1980.0,0.0,   .,38517,14,0.0,0.05992598276661391,0,8.55,21029.2,692
2762,4181,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,3,1960.0,0.0,   .,92009,0,0.0,0.06956603637071282,0,7.575,27837.5,1240
2763,4483,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,1,1980.0,0.0,   .,87085,2,0.0,0.0350027670171555,0,9.725,18425.3333333333,687
2764,9085,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,520.0,3,-1.0,0.0,   .,59350,2,0.0,0.0622156656659742,19,13.2,17842.0,1025
2765,6995,2013,"0,021917808",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,150.0,2,1960.0,0.0,   .,83061,9,0.0,0.06109861819610085,0,11.1,18976.9565217391,453
2766,16002,2015,"0,161643836",1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,520.0,4,1973.0,0.6,   5,06012,7,0.0,0.07571782269687004,4,10.725,19800.666666666668,499
2767,95,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1160.0,2,1960.0,0.0,   .,69202,4,0.0,0.06747024447689161,0,8.75,25372.0,905
2768,9920,2013,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1100.0,1,1900.0,0.0,   3,17461,1,0.0,0.04965291427290395,0,10.675,22711.7857142857,425
2769,5407,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2230.0,4,1960.0,0.0,   5,06083,14,0.0,0.07059769088238117,3,10.55,20144.666666666664,499
2770,7727,2015,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,350.0,3,1958.0,0.6,   2,92063,0,0.0,0.06998949155484403,0,7.9,30060.66666666667,1240
2771,5414,2013,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,12.0,1,1988.0,0.0,   .,17274,1,0.0,0.04965291427290395,0,10.675,23198.0,425
2772,18460,2012,"0,710382514",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,V,2,1312.0,2,1980.0,0.0,   2,83065,9,32.0,0.05977376234377279,0,10.625,21878.4,453
2773,6721,2013,"0,084931507",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,2,1960.0,0.0,   .,56121,1,0.0,0.035102700270271,0,9.25,18273.2142857143,487
2774,12608,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,1,-1.0,0.0,   .,13001,4,0.0,0.08332275558066343,0,12.075,22152.6666666667,766
2775,2343,2013,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1210.0,1,1970.0,2.0,   3,63113,6,0.0,0.04156168730372434,0,8.625,18613.5,627
2776,13499,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2511.0,4,1960.0,0.0,   .,75116,0,0.0,0.109340556085541,0,8.275,38679.0,1054
2777,17667,2012,1,1,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,1,410.0,2,1910.0,0.6,   3,78311,1,0.0,0.05787421868140893,3,6.8,26123.8888888889,836
2778,9924,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,2,1960.0,0.0,   .,13001,4,0.0,0.08332275558066343,0,12.075,22152.6666666667,766
2779,5485,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1340.0,4,1960.0,0.0,   .,75116,0,0.0,0.109340556085541,0,8.275,38679.0,1054
2780,14824,2016,"0,99726776",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000.0,4,1980.0,0.0,   .,06088,14,0.0,0.07059769088238117,3,10.55,19176.8,499
2781,5268,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1230.0,2,1980.0,0.0,   .,13204,5,0.0,0.07815247478208608,0,11.95,18628.666666666668,766
2782,17576,2014,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,200.0,3,1880.0,0.3,   2,33063,1,0.0,0.05468225759100822,0,10.0,21096.666666666668,622
2783,11900,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900.0,2,1980.0,0.0,   .,38071,14,0.0,0.05406969637854372,0,8.275,22272.3809523809,692
2784,15185,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,820.0,2,1950.0,0.3,   4,62826,0,0.0,0.0483760234525723,0,13.075,23967.33333333333,1087
2785,6535,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,985.0,3,1960.0,0.0,   .,67482,1,0.0,0.04381682443668544,0,8.225,18012.0,589
2786,6099,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1353.0,2,1980.0,0.0,   .,56121,1,0.0,0.03465725068680944,0,8.525,17915.0,487
2787,11245,2012,"0,43715847",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,3,-1.0,0.0,   .,67482,1,0.0,0.04381682443668544,0,8.225,18012.0,589
2788,12425,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,4,1980.0,0.0,   .,06083,14,0.0,0.07700920879672707,0,10.5,19889.33333333333,499
2789,1940,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3150.0,2,1980.0,0.0,   .,34902,17,0.0,0.0690906965025932,10,13.675,18411.5,514
2790,14933,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,2,1960.0,0.0,   .,90010,3,0.0,0.04489391482697931,0,11.625,17003.5,1005
2791,8482,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,515.0,4,1920.0,0.0,   3,06159,13,0.0,0.0784745334580591,5,10.225,22830.8,499
2792,8041,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250.0,3,-1.0,0.0,   .,59350,1,0.0,0.06240619858915001,67,12.95,18102.39047619048,1025
2793,18635,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,710.0,1,2012.0,0.3,   4,84054,6,1.0,0.05915185777726761,0,13.0,19725.6,600
2794,13783,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800.0,2,1960.0,0.0,   .,13207,4,0.0,0.08332275558066343,0,12.075,22951.06,766
2795,3208,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1891.0,2,1980.0,0.0,   .,13213,5,0.0,0.07815247478208608,0,11.95,17510.95238095238,766
2796,8194,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,3,-1.0,0.0,   .,2B033,14,0.0,0.04612826937036083,2,10.05,16740.0,460
2797,10274,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1700.0,2,1988.0,0.0,   .,90032,2,0.0,0.04645045770322509,0,10.85,20050.16129032258,1005
2798,18897,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,6000.0,3,1970.0,0.3,>=10,2A004,18,1.0,0.04411415609421571,0,9.775,19802.0,392
2799,13561,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,691.0,2,1988.0,0.0,   .,66025,3,0.0,0.06835403774194887,5,13.925,16808.888888888898,473
2800,10704,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2964.0,2,2004.0,0.6,   3,67028,2,0.0,0.04284787193769942,2,8.75,20182.0238095238,589
2801,9867,2013,"0,328767123",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,680.0,1,1960.0,0.0,   .,71076,2,0.0,0.03586337829140163,0,9.25,17363.111111111102,779
2802,18441,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,745.0,2,1984.0,0.6,   2,30133,14,1.0,0.05375588094647848,0,14.1,19431.0,536
